ID,y,y_predict_LR,y_predict_KNR,y_predict_DTR,y_predict_RFR
12827130,38990,27848.86235954892,22731.31619605039,36950.0,34927.64096153846
12805237,66990,58610.46725474298,47618.48682704451,84453.61764705883,70408.62390692641
12744880,41990,54808.51558220666,51238.606137519804,38959.0,43131.83667933024
12839482,29950,27096.40352510009,18067.292354471894,26348.333333333332,28874.681896825394
12826485,49990,45085.37452318519,33359.00866570592,56433.833333333336,52791.050588398146
12847868,26990,37068.55477952026,16710.918441976624,31731.25,28071.772047619048
12842380,42888,48726.93385848077,69901.16976014411,38127.6,42188.62468261151
12796823,40677,57355.92114725616,39076.104934124785,41990.0,53505.88
12835114,53888,46824.31204793509,36947.21713584495,46031.03296703297,50813.572025326815
12800201,45990,32819.840876617935,22520.09530146587,31260.5,30493.46041035353
12796876,62990,48519.82178005017,45569.80959985886,43789.0,53112.288687915774
12714692,36990,47477.17473838199,48905.206784909744,34271.666666666664,35604.096690476195
12847184,34990,37717.531133448705,36820.146206424135,31288.5,36582.30319298246
12694992,37990,10899.204469682183,26100.697451786487,81900.0,29720.99
12835480,34444,53051.03090236941,32628.53394850134,25999.5,36901.80196645022
12846903,41990,48768.48823744664,33787.23402728018,46031.03296703297,47125.90129628389
12829814,39999,41175.59295903565,39920.451683389314,44932.333333333336,45646.13333333333
12789590,69555,67276.5502177882,61515.94499817292,62400.0,61272.81
12841632,51990,61546.05601403117,53990.0,53990.0,51413.29
12750560,12995,7151.506953844801,15433.648450904719,11485.1875,12725.314507575757
12850163,19900,30690.083722117357,31349.62005601777,16345.636363636364,23399.362727272724
12775587,77990,90523.10611714749,114549.05150810702,134705.0,104388.44
12716706,9500,11138.630029356107,11454.3821803464,17939.0,16292.326833333333
12797245,50990,54211.82220912073,37490.90312644562,49971.382352941175,46307.307795454544
12793077,73950,49392.88240746688,71405.57951615064,83450.0,84833.73023953821
12783952,16863,20355.833799388725,16500.792800336432,19999.0,21438.18
12816314,43490,57556.94180487981,44052.526257253114,42933.88888888889,43815.26031160507
12842030,36100,32543.621808699798,27164.050578677135,66888.0,47500.75918326184
12841968,19998,27296.7307424671,33124.39464134511,20339.9375,20287.482869047617
12812720,4990,-34.401970166713,16802.796820680094,4945.0,4540.624098197695
12777077,40000,36636.89280256629,16422.442454668668,36861.42857142857,36672.94497474747
12749826,54500,46776.86905373447,34788.503510478295,67476.82352941176,64922.093170742875
12741252,36990,47099.94443685468,38970.20091518339,36489.25,35852.744166666664
12843218,57990,44940.34170083003,47890.1509759114,49999.0,54496.82839285715
12832772,44990,57623.79070534464,47707.31017420601,45990.0,47660.82
12781589,74999,68336.20930297393,61760.51823270237,70242.81132075471,72375.23591428336
12787897,33590,41974.13270160137,35593.46070318499,36233.77272727273,30662.78256840171
12842311,28950,38463.17879569298,25252.213423717647,29490.0,29879.686452020196
12798611,36990,35385.46110452525,26968.422119148185,34042.666666666664,29508.86048534799
12771074,24880,30697.777539765462,41286.798527568506,20339.9375,21169.930814602063
12800090,31890,38397.52274831943,41944.147495735764,28147.571428571428,30137.609594338042
12781207,101800,48901.660305851605,82243.5832461889,90097.0,90470.47443383136
12759027,70000,33477.52279275609,17723.090299799802,21873.666666666668,32459.234629817445
12754943,28888,32549.189374275506,25679.43449940152,23398.6,25409.859285714287
12792632,46888,41402.706289452035,35763.601807354484,48980.0,48915.51
12757554,29999,47292.28927562898,35200.68614882633,37975.0,33441.72776515152
12777413,36999,36540.72598358244,39449.196658514804,32503.35714285714,33370.72888748834
12803936,33900,33441.6608028817,32786.6903258304,37403.37037037037,36010.76339932468
12813168,83900,56753.83601289801,47870.36477782463,84453.61764705883,91616.56038918598
12832328,47990,58380.020421420224,43621.99350786977,48949.6,49447.77746477772
12787517,19999,15292.570253579412,18964.645017647887,19555.0,20212.887083333335
12816278,31990,29334.041002223268,28950.04595437137,33999.0,31617.980297619048
12813646,8400,14867.316279071383,20745.71377349472,7999.333333333333,8729.4735
12769101,45387,84587.64361336129,82539.12358548526,38970.0,52530.03
12846823,31488,41856.66773690842,31773.31227972778,28995.0,35424.54676023976
12831857,59705,72563.57735742535,63072.745862512784,60337.2,61835.11163725491
12826819,18000,25728.42338774493,18000.0,25150.375,20310.103651626152
12713180,36990,40030.53292054264,22565.6584125853,44913.5,45364.36125
12836240,86880,61368.55341994623,48489.42295103143,71870.84210526316,71847.00686940835
12770219,45990,51571.616324263625,55661.897215179124,55346.4,58607.21980146973
12807421,5999,-1619.1724318759516,10018.498469651699,7536.0,7675.415257936506
12838309,30990,31400.63390621124,20758.671396745256,34804.0,45671.40666666667
12771439,16990,43794.05076869065,33764.09172842842,16918.333333333332,17797.85
12752661,52990,45919.135643792804,38636.60146895343,45552.87425149701,49592.934791699474
12742780,47990,54268.61379547138,41957.19647839843,38959.0,45107.81971684829
12797771,133900,82501.85897823004,120634.37309877058,140919.5,138728.89309090909
12772673,24990,31602.544343710877,24457.646717257132,36705.0,27667.838000000003
12770630,39800,53506.001490165014,48973.14600345023,45989.17647058824,44550.54754735318
12823787,14888,10703.775213682558,15559.755293129345,13900.0,14834.524285714286
12835481,2999,2164.8923159446567,9624.771493713622,7532.25,7614.497619047619
12755052,25990,40910.83958232682,38147.98355174202,27431.53846153846,28742.618431880157
12691140,66990,50809.343437455595,43919.69667285904,62990.0,56750.948106286545
12836406,39990,35468.274171942845,34097.139912803774,37403.37037037037,38082.3897719289
12698513,17950,16390.635175826494,18793.80299975361,17609.454545454544,19102.038841036414
12802649,44990,38772.28195411293,43014.231287198294,44990.0,43245.35311111112
12762181,32990,35659.2317811884,19469.2167766261,29985.0,32163.783934824038
12705846,46990,58821.071572563145,66352.23443684891,46633.3870967742,48153.39731592935
12717853,39990,56148.828720652964,37619.91440858406,45989.17647058824,36357.23487521368
12830355,18888,17903.319765542168,18141.35730325266,26549.785714285714,23784.09959523809
12725785,40990,44417.88788529998,58286.47139775196,38155.125,37615.99406460206
12838727,23290,36472.09660783503,28612.738487008337,24044.470588235294,24174.116975564342
12820500,21470,30342.301657016855,29007.66802009214,21939.5,21791.192774725278
12737017,46990,43391.30223417748,48998.937847530615,46435.0,52462.038539377296
12708591,66990,89476.4751264411,75980.32324618268,49990.0,54982.31
12827767,15995,16627.547923974227,15042.694606322255,18246.0,15958.230113636362
12809414,9990,6655.698891645297,20896.89008509212,7999.0,9693.417904761905
12834019,32895,32900.92218530364,33177.92762804577,31260.5,32453.65
12752337,21388,36457.24880272662,34378.45165508204,21962.3,21569.125
12740072,19490,26647.34614490159,27717.111961986553,20990.0,21075.94
12702759,32980,42995.999979166314,44220.02734757063,34492.5,37116.564
12839226,14990,26087.547594085336,25018.168734774317,15990.0,25989.034594155844
12740056,72990,63788.155917109456,64084.542759044285,68566.66666666667,75385.19333333333
12724796,19500,16976.70366606163,20295.565875438504,14960.666666666666,13817.671109243698
12846609,12990,9151.249976065941,16607.972654442678,12580.681818181818,12054.16578750197
12848425,21888,27447.920448852703,32270.845458613887,20339.9375,21241.6347729354
12777246,28990,34636.3328871876,35827.10528060506,28513.25,28291.37823961106
12782387,48188,65822.03453660198,44988.0,48032.38461538462,45537.186867132856
12777559,33888,34950.67799869273,26696.881531910196,32993.333333333336,34257.015555555554
12831123,28880,36664.9106363398,24082.78902903918,29415.11111111111,28674.235754404323
12794121,24990,32576.963416859973,20327.61854108586,19961.733333333334,19956.681145549985
12833668,17750,22167.00179182226,14888.06756701367,15798.5,16661.582412698408
12842773,15990,16096.856349894777,15857.003591353363,15599.666666666666,16107.06
12808979,30000,30779.666992733255,28907.036615750527,39682.5,37814.547423076925
12382945,15490,43923.75916692056,32896.69613142347,19822.666666666668,25654.791
12772243,32990,45899.106861892156,55733.844503749155,34798.0,34520.63875931013
12847651,14000,35024.81002692459,23274.770240868853,31500.0,32609.404523809528
12817947,54490,54483.34686276829,38717.012982233144,60631.31034482759,58962.48377450981
12848712,65990,67137.39695965918,62828.53561211627,62400.0,61525.54
12787898,34990,36559.46458183136,36640.827020836216,33091.0,33361.54175160364
12846950,14990,15415.606366580352,18326.221555322907,10495.8,12927.363000000001
12831299,19990,25526.50815136591,23268.208068004235,19437.5,20767.86021794872
12720804,32500,46494.54616390448,33941.1448266571,42500.0,36263.3
12837368,99850,53282.3566579083,74841.46562136084,97166.66666666667,99407.64717529116
12821551,49998,91255.15156829683,82320.60471056827,68750.0,70309.92
12830513,39532,40618.87695979513,34872.8241750891,40605.933333333334,37943.56288800527
12769826,37990,36551.33539076941,37990.0,38932.857142857145,37845.832482142854
12818403,22990,33743.96095339628,25926.356671916386,22077.796296296296,23667.99533554191
12738258,5949,-18862.903580460697,11954.288554924964,16000.0,6351.073773809523
12833072,49847,46576.49708114378,47133.7,47092.642857142855,46941.72505360081
12816035,29980,37912.45744078513,36964.67053238831,27148.125,28642.622995550148
12724186,16500,52764.57335508568,20436.473516246308,9999.0,25740.78
12830434,25999,37075.08054741053,41605.41789256965,28147.571428571428,29286.506432622726
12813857,25900,25361.032968042884,31232.280561076346,28119.166666666668,26768.90989033189
12740873,48488,57190.44790059375,40297.57660302741,42863.769230769234,44630.89230158729
12688966,10500,11109.626535024028,25091.786591399137,12990.0,11647.64
12837573,58990,45917.03787680715,28219.526097641483,65124.944444444445,66109.25515891054
12776579,7700,6582.849765067454,18913.019303917226,13840.733333333334,13025.94920021645
12835647,73998,78197.89810561901,89073.55329535984,66990.0,84910.72
12757260,79990,73092.8125116541,85994.0,82075.36363636363,84629.12724198974
12833637,38999,40993.10276929336,29206.08214962604,15995.0,36020.06412173579
12841588,32777,30935.707194609102,31725.302167633454,34240.5,31977.017999999996
12820955,16990,16803.270205026958,18313.715079925583,22972.9,18261.67366589425
12807408,25888,22781.37264940748,24735.397712374826,26960.0,24147.31333333333
12833100,39990,44448.42799616093,35867.873184083226,37343.86111111111,38056.23002991453
12813545,77654,69453.07756259758,58808.31728292817,70242.81132075471,67965.6430902081
12710951,18990,26406.864293404855,29268.411294795933,15375.72,15431.835664529914
12823962,12220,18325.014295268338,20400.014521128047,15375.72,14769.409
12792439,25870,24818.990474003367,29408.92133027474,22542.416666666668,23689.044090444426
12733349,33987,39046.94824059401,36698.840054858316,31957.333333333332,29494.52053248222
12723571,48990,51928.111181833316,38063.2555479477,37237.78378378379,40137.279719649625
12832446,36500,31131.65804496687,33131.33274779037,34584.166666666664,35919.56614285714
12716388,74800,48783.9978588745,74958.28018343885,77122.5,77810.06930730616
12847931,52888,11189.05565033434,37245.17668652219,9426.0,11980.25375
12846527,5800,-1876.365005784668,18044.50343711439,6863.764705882353,7345.068333333334
12837281,30990,44721.4418636309,22288.409077531967,30141.8,31156.224801587305
12735066,41000,43042.17716813041,29915.13247249651,32990.0,31879.98569052877
12767682,6475,9277.355736193247,31063.349354880465,8968.642857142857,12798.226115251602
12834718,14990,12889.394899310078,19293.091137031257,11844.75,14904.276958333334
12834035,56880,37647.635630385485,37318.57243140004,61980.0,62538.1
12802425,33999,66261.29454377526,63372.239289140525,33944.5,34806.12199425288
12800013,19990,18585.73061656207,18927.872399104057,16656.666666666668,16115.327795454545
12759996,5950,-19774.65463628713,13138.516634535179,4849.5,5764.192146064877
12838315,38850,48301.919523879886,26191.590119458157,48920.0,44829.51831264508
12688531,14888,18399.79197345581,22249.24966890772,12999.0,12651.936922450357
12818034,12000,18437.146762167104,35195.11083940788,5000.0,14073.305
12740597,99990,89373.08384684753,113505.10255729358,134705.0,104639.1
12719710,47990,39678.966794491746,29847.44656686475,36990.0,36085.09323809524
12746040,7988,6921.771853718907,12821.060602946118,9990.0,11783.705
12840957,12950,9035.464857403189,10310.183222061516,8678.125,9856.277436507935
12726741,23800,27380.402947101276,30881.2978754258,25282.88888888889,24778.800222943722
12808136,16950,31117.85039240867,17027.251504593307,24963.909090909092,22563.857000000004
12811223,9880,-2920.30312271975,13355.475779100956,8684.142857142857,8632.825499999999
12813854,6550,11045.53904562071,24300.021813814383,7000.0,10882.201666666666
12683112,76999,66429.11499523511,60241.166666666664,60291.5,60128.75041991343
12810893,32999,35031.8842058857,84303.9074039559,32990.0,47513.39
12774799,27990,40777.56232373603,27858.908868779148,41793.46341463415,33445.56275892918
12787554,24990,29045.80533157289,37220.95361956726,25990.0,25875.773999999998
12842487,68880,48748.483146833256,28947.386256119873,44990.0,49524.65662393162
12758563,46850,37336.06508458732,36708.169166840504,65124.944444444445,54011.89056593407
12784710,30990,44461.12934669014,67541.9852718188,39142.23684210526,34039.78032189542
12832734,59888,42233.20118470164,35588.81261298944,40605.933333333334,40416.21728296703
12711917,12459,14629.702890278772,15306.57185124214,12153.6,15833.773634920635
12840345,29990,36795.501688633114,36550.03432306233,38439.0,29827.03
12733470,60000,47293.573186241556,42573.31881109881,65124.944444444445,61445.470386904766
12813488,14888,24508.467138388194,15738.02224285305,16990.0,23411.48
12851710,30995,35873.93373562163,40307.159924903346,32503.35714285714,32695.36914023558
12833694,12990,17330.806986207608,33420.50947191734,21266.666666666668,18159.969915325448
12809597,32882,38088.19108400121,38376.36269853984,30468.703703703704,32693.40417058205
12833212,59888,65090.689458065666,61809.16918381095,62291.0,58305.36476623376
12705613,3400,-9819.799405918457,16020.224287201447,6668.0,7322.073469597739
12844693,30990,36631.8270307011,31646.45686045867,30468.703703703704,28861.888433707194
12719769,35000,46187.00864506094,44266.33520366316,36489.25,37289.26638888889
12843502,27500,43615.69725351129,32618.58231051585,33983.6,37631.901206349205
12757504,7000,609.886022767052,15950.205218338879,6933.5,8184.926583333333
12839894,10999,24912.042109744623,14829.273774259707,16558.285714285714,16524.720041125536
12826172,74990,74541.66139075067,70655.40165495248,73160.0,72881.31627380951
12793258,50450,66429.11499523511,60241.166666666664,60291.5,60128.75041991343
12818921,35990,54643.43651453452,42692.63911169166,45901.75862068965,48446.8168143473
12701019,54980,90743.41486672964,76124.06823949756,64999.0,67872.1
12712089,30990,44299.45479247114,41003.32458136541,26885.0,32484.38
12806996,6995,-679.4295865013264,10516.86750002237,9959.333333333334,8479.262055555555
12757469,13995,24799.79414769681,22543.337913742784,14312.375,12099.624981684983
12829012,57990,63724.21132974094,48639.39049159675,55700.5871559633,56224.0962622928
12739438,29890,20554.134109206963,21069.35024813231,14995.0,15231.19
12732589,7800,7409.216394262388,15461.002059292288,13645.0,9691.241715225564
12816033,36888,31102.37954792427,41237.04864784853,57300.0,69343.06
12816419,27850,35607.937663051765,48043.272136100866,30468.703703703704,29724.02121576572
12842037,28999,23159.222114256117,30159.573082379764,21473.0,25425.977625000003
12778215,37990,28344.30375405634,30953.257624899445,32503.35714285714,35795.20553571429
12723873,29999,28225.339798374567,38413.67859870763,23168.75,21463.35
12838936,18080,41053.67362140166,42075.506575414474,34990.0,31807.01
12848215,7000,-7847.8658706126735,11447.503484382165,10992.5,7970.979228937729
12428846,9000,15580.934235243127,16584.405773016653,6663.333333333333,7819.136666666666
12768384,75990,58876.770710311364,24160.251691227502,62960.0,68138.46
12709024,55800,30197.401557030622,21128.435108051515,40605.933333333334,42537.83550446204
12832551,16888,23328.58302185079,22200.515278684114,22542.416666666668,23343.29346928182
12851945,59990,56235.89513543667,43551.368825623154,33995.0,47894.39
12810693,32987,34459.50124392845,28425.04749748542,30222.470588235294,31708.15572275273
12845664,19900,37793.418738961685,16791.124087401626,21990.0,26112.191666666666
12724041,18990,18185.13639364252,21627.17866980668,17119.8,16566.557526652225
12810637,71990,61850.81588861812,89174.40236209886,67990.0,82683.43
12721404,16990,17316.500867487863,21115.932004411854,19439.666666666668,18020.661919191916
12852464,5999,-7637.428964491934,15275.762939395221,3625.0,5672.627765172736
12565963,37800,39780.08902810747,34919.28968026346,28844.416666666668,29208.69846798465
12832094,37990,41416.4928477956,36483.29292026332,38651.95238095238,36145.763003663
12798533,53990,71458.80567741208,66477.63148547504,56134.0,55407.74218487395
12784081,29950,38527.1964732171,36162.767062177656,28513.25,32391.054485796434
12795515,29590,37174.453559210524,24665.95718208538,31957.333333333332,29259.98619949495
12817295,214900,55697.91467517475,73476.58774437262,101742.66666666667,137830.21
12733368,37990,55333.61449817382,39628.046565115255,39547.57142857143,40234.147438492066
12809768,29980,27511.20390461292,30636.124030480463,29995.0,27652.73
12812243,21988,21912.283406146802,20203.392767844627,22460.75,27787.137518398267
12792656,39990,44948.11178253731,52554.68523274429,44490.0,40759.831666666665
12783187,56990,53284.61807222571,48739.63403872041,49971.382352941175,54438.77267436556
12827156,27999,35174.621290510055,28475.514702331722,30635.666666666668,30979.092184038185
12838937,44500,38573.487750989385,16580.994221541983,48888.0,41248.41769230769
12804063,21100,27725.31635571923,19522.987481831322,26792.333333333332,25430.8575
12589141,30990,39304.09355558129,27518.423670325294,37168.63333333333,36270.06406131592
12820958,7990,14040.884972471744,19516.935303829185,10961.666666666666,11748.83925486794
12701322,9995,15076.546104427893,16161.901138667106,7999.333333333333,10765.595595238095
12793390,36990,48392.21938493755,48090.87581502134,40232.25,40501.947317370505
12802409,44990,45507.94689364033,42105.10341316956,59990.0,55299.45877479364
12732708,28500,44684.57928106468,36899.82822453304,31649.333333333332,28600.733458333332
12837562,17999,23183.91487427056,29096.235346329766,12990.0,18326.089351010098
12851237,12913,8533.366432677954,14422.952269293477,9719.5,9952.618579545455
12789842,82888,64942.70808907272,68884.4009781122,159930.0,108550.82166666666
12821550,47990,48984.221393831074,42942.48300983261,50949.28571428572,49935.691054631985
12813705,24990,21952.72934709629,11050.465363494513,33994.5,23343.553333333333
12713905,168888,81188.50578585872,136947.75832571415,133888.0,141990.02533333332
12773626,24625,33148.95534760272,38287.47924157465,27237.44827586207,26247.694097992076
12812835,36990,51152.966765422374,38754.06783467416,47889.666666666664,44622.2
12794759,12500,34057.469341604505,23344.57953224973,22077.796296296296,21574.065155067154
12829163,10995,10947.515192566905,22953.764675117072,14495.0,15997.230166666666
12790528,21888,26394.20227583032,22662.855664939423,21888.0,23203.06150801282
12803400,74990,61222.31579691311,63665.668321336394,69703.38983050847,72777.34213935937
12833859,21990,22016.1378746205,33604.703417791396,20586.636363636364,21332.53265277778
12849501,9999,7846.993106365204,11910.522754432097,7536.0,8515.35882936508
12842394,17248,4996.558187760878,14702.789616787148,25177.18181818182,22076.83133333333
12830974,9888,-2063.0920309210196,19359.855028296643,14990.0,8176.23111111111
12796956,8990,7024.623401501682,11290.12350237871,11651.285714285714,8862.187
12709054,139880,82715.99859562749,122856.05899416188,140919.5,149684.43225757574
12695520,147880,72910.21232129587,111742.7002322545,125950.0,128506.12
12773066,16990,46756.568463039584,15598.710263760526,15672.0,22423.75
12761339,23888,30553.23088070657,47819.706254955876,19990.0,20547.76
12690679,10990,17541.617757977918,18597.12504766434,6997.733333333334,8307.711244556245
12819122,36990,35508.81795707904,32539.53580729878,40990.0,38251.91
12742875,9999,-5276.49984196201,17842.496572558848,4000.0,8282.440897435898
12769894,28450,44660.269787759054,51890.595633566154,22980.0,27367.034
12779184,56800,47918.62684514234,49696.85543193127,46919.5,47848.094711111116
12842016,10990,4081.9534869091585,18702.14120681189,8363.888888888889,10695.379360850102
12778489,40495,46612.364586007316,40803.29993103901,39439.0,40701.636906332395
12716046,13000,6359.605368018616,11952.92729128388,13900.0,13380.82
12749571,2500,-16973.655327167828,14188.382309457222,3990.0,5903.035
12787242,10480,1105.830334693659,17049.112567574084,10472.058823529413,10510.9793448934
12837826,29990,22653.361947630998,24067.460951699333,21473.0,21782.329235101006
12428021,27490,30958.503375194967,15676.822178128397,27972.5,23196.878240476195
12799400,42888,48972.25212099636,49424.35375456485,40090.625,41092.33166666667
12741138,33990,27862.046489917208,37595.72607833941,32952.0,30411.917609625674
12839441,69990,55245.23703921959,45320.451537755274,71028.42857142857,75323.56863528138
12831744,48990,35918.165209095925,20080.19280333084,31249.5,31901.876958624707
12768379,82990,54918.331153806765,42919.67461073326,94900.0,81402.72
12724120,25050,26726.815817160066,19449.296383324127,19961.733333333334,21123.853093795096
12822993,39990,57557.370298361406,42890.089878489925,42933.88888888889,40876.30862798313
12815384,11490,13289.923746926244,24369.50701105059,12984.0,14561.65
12831425,41990,50344.69819945842,42490.0,42270.31578947369,42559.569373015875
12768809,17990,29687.789792590775,14526.591415531459,18990.0,20584.35
12761604,85544,49012.20199123165,56995.49433492297,69456.3125,76813.08305930365
12825432,16490,10870.205773725174,16169.571103562008,11990.0,13321.840333333332
12747771,59888,56678.25752781285,76272.15589449623,48769.769230769234,53949.61106237829
12834154,47888,40545.26006979169,40326.75140826898,39888.0,42647.94
12844134,29800,53530.56421360839,37994.52273654893,39468.26315789474,41451.18633406117
12785171,18990,20773.149903983343,17557.047042502603,13990.0,17065.042547619047
12838080,48990,57008.64290779317,59625.595951122785,46633.3870967742,48106.23297311496
12736246,15995,23808.54775293125,16972.47273934121,9500.0,14919.568930672267
12725060,46990,42785.48435864225,32168.10986085337,39999.0,45936.16863875878
12789077,17490,17376.182138230186,23993.078953215034,14244.5,15630.631958333335
12809729,13990,5896.75286926562,22187.428132166486,10472.058823529413,10572.884483462349
12783812,37990,40330.81341370288,39449.11889337377,41888.0,31738.456130952378
12775420,65800,41774.892110388726,39591.25592916936,29990.0,36200.22866666667
12825113,16990,40678.314860560466,19443.386042833336,15950.0,22250.18
